title,price,geyser_price,rating,geyser_rating,geyser_reviews,description,discount
"Racold 25 L Storage Water Geyser (Omnis Slim Wifi 25 Ltr With Free Installation & Pipes, Steel, Black)","₹15,990","15,990",N/A,#VALUE!,#VALUE!,Storage Geyser25 L2 years on product; 4 years on heating element and 7 years on tank,40% off
"Crompton 15 L Storage Water Geyser (Solarium Qube with 5 Star Rating Energy Saving, White Black)","₹8,929","8,929",171 Ratings & 15 Reviews,171,�15 ,"Storage Geyser15 L7 years On Tank, 2 years on Element and Product",28% off
"Rishikaenterprises 1 L Instant Water Geyser (TAB instant portable water heater/geyser_RE-001, WHITE/BL...","₹1,824","1,824",9 Ratings & 1 Reviews,9,�1 ,Instant Geyser1 L0,39% off
"RR SIGNATURE 15 L Storage Water Geyser (RUDRAM 15L, White)","₹6,599","6,599",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L8 YEAR TANK, 3 YEAR HEATING ELEMENT,      2 YEAR PRODUTCS",46% off
"Racold 25 L Storage Water Geyser (CDR DLX Vertical Water Heater, White)","₹8,798","8,798",N/A,#VALUE!,#VALUE!,Storage Geyser25 LInner Tank: 5 years Product: 2 years Heating Element: 2 years,20% off
"Hindware Smart Appliances 25 L Storage Water Geyser (Xceed Digi, White)","₹5,999","5,999","15,884 Ratings & 1,628 Reviews","15,884","�1,628 ","Storage Geyser25 L2 Years Comprehensive, 3 Years on Heating Element, 7 Years on Tank",59% off
"BAJAJ 25 L Storage Water Geyser (Majesty PC Deluxe 25L, Multicolor)","₹10,789","10,789",45 Ratings & 4 Reviews,45,�4 ,Storage Geyser25 L2 Year Warranty on Product 3 Year Warranty on Heating Element & 7 Year Warranty on Inner Tank,10% off
"V-Guard 15 L Storage Water Geyser (Calino 15L, White)","₹9,549","9,549","1,526 Ratings & 182 Reviews","1,526",�182 ,Storage Geyser15 LCalino 15L comes with a 2-year offsite domestic warranty for manufacturing defects.  The Heating Element has a warranty of 3 years & the Inner Tank has a warranty of 7 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,35% off
"BAJAJ 25 L Storage Water Geyser (Shakti plus 25l, IVORY)","₹6,949","6,949",230 Ratings & 25 Reviews,230,�25 ,Storage Geyser25 L2 Year Manufacturer Warranty,22% off
"GRINISHA 1 L Instant Water Geyser (1 L Instant Water Geyser,Portable Geyser,Electric Geyser,Water Heat...","₹1,399","1,399",266 Ratings & 24 Reviews,266,�24 ,Instant Geyser1 LNA,60% off
"Haier 10 L Storage Water Geyser (Spa Mechanical ES10V-S1i With Shock Proof, White)","₹8,500","8,500",N/A,#VALUE!,#VALUE!,Storage Geyser10 L4 year on Product components & 7 Year on Tank,49% off
"Racold 25 L Storage Water Geyser (CDR DLX Plus Geyser with 7 year warranty on tank, White & Grey)","₹11,400","11,400",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L7 year on tank, 2 year full , 2year on element",N/A
"RENUMAX 1 L Instant Water Geyser (Instant portable water heater geyser for use home, Multicolor)",₹949,949,10 Ratings & 1 Reviews,10,�1 ,Instant Geyser1 L1 Year Warranty Heating Element & Thermostat & 6 Month Warranty ON Product,68% off
"jade-x 2 L Instant Water Geyser (2 Liter Geyser, White)","₹1,229","1,229",N/A,#VALUE!,#VALUE!,Instant Geyser2 L1 Year Manufacturer Warranty,31% off
"Midea 10 L Storage Water Geyser (D10-20VD1, White)","₹6,799","6,799",N/A,#VALUE!,#VALUE!,"Storage Geyser10 L2 Years Complete Warranty on Product, 4 Years Warranty on Heating Element, 10 Years Warranty on Tank",17% off
"Spherehot 15 L Storage Water Geyser (Cylendro PGL Deluxe, Ivory)","₹6,150","6,150",N/A,#VALUE!,#VALUE!,Storage Geyser15 L2 years on Product and 7 Years on Inner Tank,27% off
"Racold 6 L Storage Water Geyser (Racold CDR SWIFT HORIZONTAL, White)","₹7,299","7,299",N/A,#VALUE!,#VALUE!,"Storage Geyser6 L2 years product, 2 years heating element and 5 years tank",22% off
"AO Smith 3 L Instant Water Geyser (MiniBot 3 Litre, White)","₹3,989","3,989",95 Ratings & 8 Reviews,95,�8 ,Instant Geyser3 L5 years tank warranty and 2 years on product.,28% off
"Hindware Smart Appliances 5.5 L Instant Water Geyser (Immedio X 5.5L, White & Blue)","₹2,999","2,999","72,040 Ratings & 8,437 Reviews","72,040","�8,437 ","Instant Geyser5.5 L2 Years Comprehensive Warranty on Product, 2 Years Warranty on Heating Element and 5 Years Warranty on Tank",62% off
"Orient Electric 25 L Storage Water Geyser (enamour std, white grey)","₹8,399","8,399",111 Ratings & 14 Reviews,111,�14 ,"Storage Geyser25 L7 yr. tank , 4 yr. element, 2 yr. complete",23% off
"Haier 10 L Storage Water Geyser (ES10V-VL-F:ES10V-VL-F, White)","₹6,589","6,589",4 Ratings & 0 Reviews,4,�0 ,Storage Geyser10 L7YEAR TANK WARRANTY AND 3YEAR FULL WARRANTY,32% off
PADMINI 15 L Storage Water Geyser (Pluto 15 Liter High Working Pressure Electric Water Storage Heater ...,"₹6,399","6,399",N/A,#VALUE!,#VALUE!,Storage Geyser15 L3 YEARS WARRANTY ON ELEMENT & 5 YEARS WARRANTY ON TANK,24% off
"Clifton 1 L Instant Water Geyser (INSTANT PORTABLE GEYSER WITH 2 YEARS REPLACEMENT GUARANTEE NMW-3000,...","₹1,334","1,334",230 Ratings & 32 Reviews,230,�32 ,Instant Geyser1 L2 YEARS GUARANTEE,31% off
"Orient Electric 25 L Storage Water Geyser (Ecoswift pro, White)","₹7,539","7,539",N/A,#VALUE!,#VALUE!,"Storage Geyser25 LTank: 5 years, Heating Element: 2 years, Product: 2 years",44% off
"Racold 25 L Storage Water Geyser (OMNIS 25 Wi-Fi 2kW, Black)","₹14,590","14,590",326 Ratings & 31 Reviews,326,�31 ,"Storage Geyser25 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",27% off
"Rishikaenterprises 1 L Instant Water Geyser (TAB instant portable water heater/geyser, WHITE/BLACK)","₹1,908","1,908",10 Ratings & 1 Reviews,10,�1 ,Instant Geyser1 L0,36% off
"Candes 10 L Storage Water Geyser (10Abs, Ivory)","₹3,299","3,299",410 Ratings & 68 Reviews,410,�68 ,"Storage Geyser10 L1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty",53% off
HARMAN INDUSTRIES 1 L Instant Water Geyser (instant portable water Heater/Geyser for Home Office Resta...,"₹1,039","1,039","2,554 Ratings & 313 Reviews","2,554",�313 ,Instant Geyser1 LWarranty : 1 Year Limited Brand Domestic Warranty on Manufacturing Defects,61% off
"Racold 10 L Storage Water Geyser (Omnis DG 10 Ltr With Free Installation & Pipes, White, Black)","₹10,290","10,290",326 Ratings & 31 Reviews,326,�31 ,Storage Geyser10 L2 years on product; 4 years on heating element and 7 years on tank,42% off
"Crompton 3 L Instant Water Geyser (AIWH-3LJUNO3KW5Y, White)","₹2,399","2,399","32,320 Ratings & 2,487 Reviews","32,320","�2,487 ","Instant Geyser3 LTank: 5 years, Heating Element: 2 years, Product: 2 years",40% off
"ZOOM 3 L Storage Water Geyser (Smarty Water Storage Heater Gyser 3 L, White)","₹2,295","2,295",18 Ratings & 2 Reviews,18,�2 ,Storage Geyser3 L2 Year Domestic Warranty on Product,50% off
"AO Smith 50 L Storage Water Geyser (HSE-HAS-50, White)","₹19,490","19,490",26 Ratings & 2 Reviews,26,�2 ,Storage Geyser50 L7 years on innner tank and 2 years on product,2% off
"Haier 25 L Storage Water Geyser (ES25V-S1W, White)","₹10,214","10,214",3 Ratings & 0 Reviews,3,�0 ,Storage Geyser25 L4 year on Product components & 7 Year on Tank,52% off
"Venus 10 L Storage Water Geyser (Lyra Smart 10RX, Ivory, Red)","₹7,777","7,777",11 Ratings & 0 Reviews,11,�0 ,"Storage Geyser10 LGuarantee: 7 years on tank, 4 years on heating element and 2 years on product.",37% off
"BAJAJ 6 L Storage Water Geyser (Compagno 150855 With Titanium Glasslined Tank, White & Blue)","₹7,999","7,999",N/A,#VALUE!,#VALUE!,Storage Geyser6 LIt comes with warranty of 7 year on tank / 2 year on product /3 years on heating element.,38% off
"BAJAJ 15 L Storage Water Geyser (Aster 15 Ltr With Free Installation & Pipes, White, Grey)","₹6,499","6,499",584 Ratings & 40 Reviews,584,�40 ,"Storage Geyser15 LTank-5 Years,Heating Element-2 Years,Product-1 Years",47% off
"Venus 10 L Storage Water Geyser (Splash Pro 10 Litre, Ivory / Tuscan Gold)","₹9,529","9,529",3 Ratings & 0 Reviews,3,�0 ,"Storage Geyser10 L7 Years on Inner tank, 4 Years on Heating Element, 2 Years on Product",22% off
"DIGISMART 3 L Instant Water Geyser (Instant 3 Kva Anti Rust Coating Tank Geyser with 5 Year Warranty, ...","₹1,699","1,699",227 Ratings & 85 Reviews,227,�85 ,Instant Geyser3 L1 year warranty,55% off
"Orient Electric 15 L Storage Water Geyser (Aquator +, White, Grey)","₹8,343","8,343",51 Ratings & 4 Reviews,51,�4 ,"Storage Geyser15 L7 Years on Tank, 4 Years on Heating Element and 2 Years on Product",53% off
"HAVELLS 6 L Storage Water Geyser (Instanio Prime, white -Blue)","₹8,399","8,399",17 Ratings & 1 Reviews,17,�1 ,Storage Geyser6 L7 year warranty on inner container ; 4 year warranty on heating element ; 2 year comprehensive Warranty,21% off
"Racold 25 L Storage Water Geyser with Flexi Pipe and Free Installation (4009020, White)","₹6,799","6,799",896 Ratings & 71 Reviews,896,�71 ,"Storage Geyser25 L2 Years on product, 2 Years on heating element and 5 Years on tank",46% off
"Venus 25 L Storage Water Geyser (Magma Plus 25GV, Ivory)","₹10,500","10,500",21 Ratings & 2 Reviews,21,�2 ,Storage Geyser25 Lmanufactuer warranty,14% off
"Racold 3 L Instant Water Geyser (Pronto Neo 3 L 4.5 KW, White)","₹3,549","3,549",27 Ratings & 2 Reviews,27,�2 ,Instant Geyser3 L2 Year Product Warranty,37% off
"Omax 15 L Storage Water Geyser (LOTUS 5Star, Grey, White, White)","₹3,499","3,499",N/A,#VALUE!,#VALUE!,Storage Geyser15 L5 Years Warranty on Inner Container & 1 Year Warranty on Components including Domestic & International Warranty,46% off
"Racold 15 L Storage Water Geyser (Omnis DG WIFI 15 Ltr With Free Installation & Pipes, White, Black)","₹14,499","14,499",326 Ratings & 31 Reviews,326,�31 ,"Storage Geyser15 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",39% off
"BAJAJ 25 L Storage Water Geyser (PC DELUXE, Grey)","₹12,099","12,099",87 Ratings & 6 Reviews,87,�6 ,Storage Geyser25 L2 Year Warranty on Product 3 Year Warranty on Heating Element & 7 Year Warranty on Inner Tank,7% off
"Venus 25 L Storage Water Geyser (Lyra 25R, Ivory, Red)","₹10,500","10,500",37 Ratings & 2 Reviews,37,�2 ,"Storage Geyser25 LGuarantee -7 Years on Inner Tank, 3Years on Heating Element & 2 Years on Product",27% off
"USHA 3 L Instant Water Geyser (INSTALINE, White)","₹3,999","3,999",7 Ratings & 0 Reviews,7,�0 ,Instant Geyser3 L2 YEAR WARRANTY ON PRODUCT AND 10 YEAR WARRANTY ON TANK,28% off
"Jaquar 25 L Storage Water Geyser (ELM-WHT-V025, White)","₹11,700","11,700",25 Ratings & 0 Reviews,25,�0 ,Storage Geyser25 Lna,15% off
"Venus 3 L Instant Water Geyser (Brizo 3B30 03-Litre, Sunshine Gold)","₹4,575","4,575",N/A,#VALUE!,#VALUE!,"Instant Geyser3 LGuarantee -5 Years on Inner Tank, 2 Years on Heating Element & 2 Years on Product",24% off
"Paradise 15 L Storage Water Geyser (PA15ML, White)","₹3,600","3,600",N/A,#VALUE!,#VALUE!,Storage Geyser15 LOnly heating element replacement,50% off
"Orient Electric 10 L Storage Water Geyser (Cronos+, White)","₹5,200","5,200","20,802 Ratings & 1,502 Reviews","20,802","�1,502 ","Storage Geyser10 L5 Years Warranty on Tank, 2 Years Warranty on Heating Element & 2 Years Warranty on Product",45% off
"BAJAJ 15 L Storage Water Geyser (Robusta, 10 Years Warranty DuraAce Tank, White)","₹7,499","7,499",15 Ratings & 0 Reviews,15,�0 ,Storage Geyser15 L10 Years On Tank; 2 Years On Product; 3 Years On Elements. On-Site By Company Authorised Service Center,48% off
"HAVELLS 25 L Storage Water Geyser (monza dx, ivory)","₹10,999","10,999","1,149 Ratings & 140 Reviews","1,149",�140 ,Storage Geyser25 L7 year warranty on inner container ; 4 year warranty on heating element ; 2 year comprehensive Warranty,27% off
"Kanishka 15 L Storage Water Geyser (Lotus_Electric_Storage_Geyser_15_Liters, White, Grey)","₹3,499","3,499",N/A,#VALUE!,#VALUE!,Storage Geyser15 L1 Year Manufacture Warranty on Components and 5 Years Warranty on Inner Container.,58% off
Crompton 6 L Storage Water Geyser (Rapidjet Plus 6-L 5 Star Rated Storage Water Heater with Copper Hea...,"₹6,849","6,849",73 Ratings & 8 Reviews,73,�8 ,"Storage Geyser6 LTank: 5 years, Heating Element: 2 years, Product: 2 years; On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.; Warranty of the product is limited to manufacturing defects only.",19% off
"Orient Electric 15 L Storage Water Geyser (ECOSWIFT 15L ABS BODY 5 STAR RATED, White)","₹6,282","6,282",N/A,#VALUE!,#VALUE!,Storage Geyser15 L2 YEAR PRODUCT WARRANTY,33% off
"V-Guard 15 L Storage Water Geyser (SIETA 15L Glass-Line Coating, WHTE)","₹7,495","7,495",19 Ratings & 0 Reviews,19,�0 ,"Storage Geyser15 L2 year product warranty, 3 years for heating element and 7 years warranty for inner tank. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues",31% off
"Polycab 10 L Instant Water Geyser (10 LTR 2 KW ETERNA GEYSER METAL BODY White, White)","₹5,349","5,349",154 Ratings & 15 Reviews,154,�15 ,Instant Geyser10 L2 years product warranty and 5 years tank warranty,15% off
"Crompton 15 L Storage Water Geyser (Arno Neo, Grey)","₹6,499","6,499",524 Ratings & 51 Reviews,524,�51 ,Storage Geyser15 L2 Years for Geyser and 5 Years for Tank,23% off
"Ruchi World 1 L Instant Water Geyser (Instant portable water heater geyser for use home, GRAY)",₹847,847,103 Ratings & 9 Reviews,103,�9 ,Instant Geyser1 L6 MONTH WARRANTY,71% off
"HAVELLS 25 L Storage Water Geyser (troica, White)","₹8,999","8,999",23 Ratings & 3 Reviews,23,�3 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",34% off
"Sansui 25 L Storage Water Geyser with LED Light (AquaBoost-25L, White)","₹6,499","6,499",576 Ratings & 47 Reviews,576,�47 ,Storage Geyser25 L2 Years Warranty,59% off
"Kenstar 25 L Storage Water Geyser (Star F 25L Water Heater, White)","₹7,099","7,099",69 Ratings & 1 Reviews,69,�1 ,"Storage Geyser25 L7 Years on Tank, 3 Years on Element, 2 Years Product Warranty",44% off
"Hindware Smart Appliances 15 L Storage Water Geyser (Xceed Neo, White & Blue)","₹5,299","5,299",4 Ratings & 0 Reviews,4,�0 ,"Storage Geyser15 L5 Years on Tank, 2 Years on Element and 2 years comprehensive",58% off
"Polycab 10 L Instant Water Geyser (10 LTR 2 KW ETERNA GEYSER METAL BODY White, White)","₹5,349","5,349",154 Ratings & 15 Reviews,154,�15 ,Instant Geyser10 L2 years product warranty and 5 years tank warranty,15% off
"IVAS 10 L Storage Water Geyser (Thermosa, White)","₹5,399","5,399",N/A,#VALUE!,#VALUE!,"Storage Geyser10 L5 years warranty on the tank, 2 years warranty on the element, and 2 years warranty on the product.",52% off
"Orient Electric 15 L Storage Water Geyser (Urja+, White)","₹6,699","6,699",43 Ratings & 4 Reviews,43,�4 ,"Storage Geyser15 L7 Years on Tank, 3 Years on Element, 2 Years on Product",32% off
"V-Guard 10 L Storage Water Geyser (SEITA 10L WHITE, White)","₹6,690","6,690",7 Ratings & 1 Reviews,7,�1 ,"Storage Geyser10 L2 year product warranty, 3 years for heating element and 7 years warranty for inner tank. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues",25% off
"AO Smith 25 L Storage Water Geyser (Finesse, White)","₹12,490","12,490",56 Ratings & 3 Reviews,56,�3 ,Storage Geyser25 L7 Years on tank and 4 years on Element.,26% off
"Venus 15 L Storage Water Geyser (Splash Pro 15 Litre, Graphite Silver)","₹11,220","11,220",N/A,#VALUE!,#VALUE!,Storage Geyser15 L2 Years on Product,25% off
"HAVELLS 25 L Storage Water Geyser (MONZA DIGI 25 L White, White)","₹11,590","11,590",10 Ratings & 2 Reviews,10,�2 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element and 2 Years Comprehensive",33% off
"Polar 10 L Storage Water Geyser (Shock Corrosion Proof Body Energy-Efficient Star Rated, White)","₹4,769","4,769",N/A,#VALUE!,#VALUE!,Storage Geyser10 Lna,44% off
"ACTIVA 3 L Instant Water Geyser (Hotmak, Ivory)","₹1,799","1,799",790 Ratings & 258 Reviews,790,�258 ,"Instant Geyser3 L5 Year Warranty On Inner Tank, 1 Year On Components",52% off
"AO Smith 15 L Storage Water Geyser (finesse 015, White)","₹10,490","10,490",5 Ratings & 1 Reviews,5,�1 ,Storage Geyser15 L2 years complete 7 years tank,30% off
"Orient Electric 15 L Storage Water Geyser (Aquator, White, Lavender)","₹7,970","7,970",63 Ratings & 11 Reviews,63,�11 ,"Storage Geyser15 L7 Years on Tank, 4 Years on Heating Element and 2 Years on Product",20% off
"Hindware Smart Appliances 15 L Storage Water Geyser (Xceed Digi, White)","₹5,499","5,499","15,884 Ratings & 1,628 Reviews","15,884","�1,628 ","Storage Geyser15 L2 Years Comprehensive, 3 Years on Heating Element, 7 Years on Tank",60% off
"Polycab 1 L Instant Water Geyser (Etira 1 L Instant Water geyser, White)","₹2,699","2,699",N/A,#VALUE!,#VALUE!,Instant Geyser1 L2 Years Domestic Warranty,20% off
"Jaquar 25 L Storage Water Geyser (META MANUAL VERTICAL 25 LTR water heater, White)","₹9,700","9,700",23 Ratings & 1 Reviews,23,�1 ,"Storage Geyser25 L7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",12% off
"Jaquar 15 L Storage Water Geyser (ELENA MANUAL HORIZONTAL RHS 15 LTR, White)","₹9,649","9,649",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",4% off
"Haier 10 L Storage Water Geyser (ES10V-Precis, White)","₹6,800","6,800",65 Ratings & 10 Reviews,65,�10 ,Storage Geyser10 L3 Years Warranty on Product and 7 Years Warranty on Tank,33% off
"USHA 25 L Storage Water Geyser (Aqua Horizon, White, Grey)","₹9,575","9,575",50 Ratings & 7 Reviews,50,�7 ,"Storage Geyser25 L2 Years on Product, 3 Years on Heating Element and 8 Years on Tank",31% off
"Orient Electric 5.5 L Instant Water Geyser (IWRP55VPSM3, White, Blue)","₹3,574","3,574",54 Ratings & 1 Reviews,54,�1 ,Instant Geyser5.5 L2 YEAR WARRANTY,53% off
"Glen 15 L Storage Water Geyser (Smart WiFi Enabled, Digital Control 2000W (7055), White, Golden)","₹11,696","11,696",N/A,#VALUE!,#VALUE!,Storage Geyser15 L2 years standard with 7 years tank and 3 years element warranty (Terms & Conditions Applied),35% off
"HAVELLS 5 L Instant Water Geyser Color Changing LED Indicator, Rust and shock proof, ISI Certified (HA...","₹4,399","4,399","9,837 Ratings & 728 Reviews","9,837",�728 ,"Instant Geyser5 L2 Years Comprehensive Warranty on Product, 5 Years Warranty on Inner Container and 2 Years Warranty on Heating Element",53% off
"Racold 3 L Instant Water Geyser (Pronto Stylo, White, Tan)","₹3,199","3,199",50 Ratings & 1 Reviews,50,�1 ,"Instant Geyser3 L2 Years on Product, 2 Years on Heating Element and 5 Years on Tank",35% off
