title,price,wm_price,rating,wm_ratings,wm_reviews,description,discount
MOTOROLA 10.5 kg Smart Wi-Fi Enabled Enabled Steam Wash Inverter Technology Fully Automatic Front Load...,"₹25,490","25,490","2,146 Ratings & 286 Reviews","2,146",�286 ,1400 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive and 10 Years on Motor From Motorola,60% off
Godrej 7.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Black,"₹18,490","18,490",152 Ratings & 19 Reviews,152,�19 ,670 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Warranty on Entire Washing Machine and 10 Years on Motor From Godrej,35% off
ONIDA 7 kg 5 star and With Crystal Drum Technology Fully Automatic Top Load Washing Machine Grey,"₹15,890","15,890","40,389 Ratings & 4,571 Reviews","40,389","�4,571 ",750 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty 5 Years Warranty on Wash Motor from Onida,27% off
Whirlpool 6 kg with Hard Water Wash Fully Automatic Top Load Washing Machine Grey,"₹15,985","15,985","14,367 Ratings & 1,056 Reviews","14,367","�1,056 ",740 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years on Motor from Whirlpool,9% off
Godrej 7 kg Fully Automatic Top Load Washing Machine Grey,"₹13,850","13,850",5 Ratings & 0 Reviews,5,�0 ,800 rpm Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,48% off
Godrej 8 kg Semi Automatic Top Load Washing Machine Red,"₹12,940","12,940",152 Ratings & 10 Reviews,152,�10 ,1440 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej,41% off
"Voltas Beko by A Tata Product 8.5 kg Semi Automatic Top Load Washing Machine Grey, White","₹11,790","11,790",7 Ratings & 1 Reviews,7,�1 ,1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and Additional 3 Years on Wash and Spin Motor,37% off
"Whirlpool 8 kg 5 Star, Supersoak Technology Semi Automatic Top Load Washing Machine Red","₹12,049","12,049","5,559 Ratings & 641 Reviews","5,559",�641 ,"1400 rpm Max Speed2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor, Spin motor and Prime Mover from Whirlpool",27% off
"Lloyd by Havells 8.5 kg Washbasin Design Lids, 1300 RPM, Soak Function, 4 Wash Programs, Memory Back-u...","₹11,190","11,190","1,189 Ratings & 101 Reviews","1,189",�101 ,1300 rpm Max Speed2 Years Warranty on Product and 5 Years on Motor,31% off
"Whirlpool 8 kg Steam Technology 5 Star Inverter 100+ Tough Stains, 6th Sense Soft Move Fully Automatic...","₹29,990","29,990",366 Ratings & 35 Reviews,366,�35 ,1400 RPM Max Speed5 Star RatingWith In-Built Heater2 Years Warranty on Product and 8 Years Warranty on Motor,24% off
"Godrej 9 kg 5 Star, AI Tech, Steam Wash Fully Automatic Front Load Washing Machine with In-built Heate...","₹37,990","37,990",225 Ratings & 19 Reviews,225,�19 ,1400 rpm Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,35% off
Whirlpool 6 kg Magic Clean 5 Star and Digital Display Fully Automatic Top Load Washing Machine Grey,"₹13,490","13,490","20,513 Ratings & 1,437 Reviews","20,513","�1,437 ",740 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years on Prime Mover and Motor,23% off
"Whirlpool 6 kg Magic Clean 5 Star Semi Automatic Top Load Washing Machine Black, Grey","₹9,190","9,190","4,317 Ratings & 304 Reviews","4,317",�304 ,1400 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor,27% off
"Voltas Beko by A Tata Product 6.5 kg Steam Wash, Invertor Motor and Hygiene+ Fully Automatic Front Loa...","₹22,564","22,564",130 Ratings & 14 Reviews,130,�14 ,1200 rpm Max Speed5 Star RatingWith In-Built Heater3 Years Comprehensive Warranty on Product and 12 Years Warranty on Motor,36% off
"Voltas Beko by A Tata Product 7 kg with Fast Dry, Double Waterfall, 5 Wing Pulsator Semi Automatic Top...","₹9,190","9,190","2,158 Ratings & 153 Reviews","2,158",�153 ,"1300 rpm Max Speed2 Years Comprehensive Warranty on Product, 5 Years Warranty on Motor",39% off
SAMSUNG 9 kg Fully Automatic Top Load Washing Machine Grey,"₹28,080","28,080",163 Ratings & 5 Reviews,163,�5 ,"700 rpm Max Speed5 Star RatingFor all Fully Automatic Washing Machines with Digital Inverter Motors, sold on or after 1st Dec 2022 (All Fully Automatic Front Load Washing Machine and Top Load Washing Machine) the Warranty period on the Digital Inverter Motor shall be revised from 10 years to 20 years and Comprehensive Product Warranty shall be revised from 3 years to 2 years.",14% off
"Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine White, Blue","₹11,119","11,119",579 Ratings & 65 Reviews,579,�65 ,1300 rpm Max Speed5 Star Rating2 Years Warranty on Product and 3 Years on Motor,13% off
Admiral 8 kg Semi Automatic Top Load Washing Machine Black,"₹12,099","12,099",32 Ratings & 1 Reviews,32,�1 ,1350 rpm Max Speed5 Star Rating3 Years Warranty on Product,N/A
ONIDA 8 kg 5 Star With Hexa Crystal Drum Technology Fully Automatic Top Load Washing Machine Black,"₹15,290","15,290","40,389 Ratings & 4,571 Reviews","40,389","�4,571 ",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor from Onida,42% off
BOSCH 8 Kg with Steam Fully Automatic Front Load Washing Machine with In-built Heater Grey,"₹35,890","35,890",548 Ratings & 49 Reviews,548,�49 ,1400 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,39% off
IFB 8.5/6.5 kg Washer with Dryer with Wi-Fi EnabledRefresher 3-in-1 Laundrimagic Wi-Fi Enabled Inverte...,"₹55,990","55,990",50 Ratings & 5 Reviews,50,�5 ,"1400 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity4 Years Complete Machine warranty, 10 Years Motor Warranty and 10 Years Spare Part Support from IFB",17% off
"Thomson 8.5 kg Fully Automatic Top Load Washing Machine Red, Maroon","₹12,990","12,990","3,216 Ratings & 561 Reviews","3,216",�561 ,840 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,31% off
"SAMSUNG 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Grey","₹36,990","36,990","13,226 Ratings & 1,011 Reviews","13,226","�1,011 ","1400 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",33% off
"Whirlpool 6 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load Washing Machine Grey","₹9,640","9,640","23,519 Ratings & 1,795 Reviews","23,519","�1,795 ","1400 rpm Max Speed5 Star Rating2 Years
  Comprehensive Warranty and 5 Years Warranty on Wash Motor and Prime Mover
  from Whirlpool",13% off
MarQ by Flipkart 8.5 kg with Turbo Wash Fully Automatic Top Load Washing Machine Grey,"₹21,490","21,490","1,580 Ratings & 207 Reviews","1,580",�207 ,700 rpm Max Speed2 Years Comprehensive Warranty and 5 Years Warranty on Motor from MarQ,10% off
Voltas Beko by A Tata Product 8 kg Fully Automatic Top Load Washing Machine Grey,"₹20,594","20,594",453 Ratings & 27 Reviews,453,�27 ,700 rpm Max Speed5 Star Rating3 Years Comprehensive and Additional 9 Years On Motor from Voltas Beko,45% off
"ONIDA 7 kg 5 Star With Hexa Crystal Drum Technology Fully Automatic Top Load Washing Machine Black, Gr...","₹13,990","13,990",572 Ratings & 78 Reviews,572,�78 ,700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor from Onida,40% off
"BOSCH 8 kg Fully Automatic Top Load Washing Machine Black, Maroon","₹23,400","23,400",37 Ratings & 0 Reviews,37,�0 ,680 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years Warranty on Motor,26% off
"Sansui 9 kg Semi Automatic Top Load Washing Machine White, Maroon","₹10,390","10,390","15,536 Ratings & 1,379 Reviews","15,536","�1,379 ",1350 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty On Product and 5 Years on Wash Motor,35% off
"Godrej 7.5 kg Semi Automatic Top Load Washing Machine White, Purple","₹11,290","11,290",595 Ratings & 52 Reviews,595,�52 ,1400 rpm Max Speed2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Godrej,16% off
"ONIDA 7.5 kg 5 star Semi Automatic Top Load Washing Machine Blue, White","₹9,490","9,490","10,142 Ratings & 925 Reviews","10,142",�925 ,"1350 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product, 7 Years Warranty on Motor",20% off
"ONIDA 7 kg Washer only White, Maroon","₹6,199","6,199","27,686 Ratings & 3,033 Reviews","27,686","�3,033 ","780 rpm Max Speed1 Year Comprehensive Warranty on Product, 7 Years Warranty on Motor",7% off
"Whirlpool 8.5 kg 5 Star, Power Dry Technology Semi Automatic Top Load Washing Machine Purple","₹13,205","13,205","2,806 Ratings & 264 Reviews","2,806",�264 ,"1450 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor, Spin motor and Prime Mover from Whirlpool",32% off
"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey","₹7,990","7,990","63,723 Ratings & 6,055 Reviews","63,723","�6,055 ",1400 RPM Max Speed5 Star Rating2 Years Comprehensive and 5 Years on Wash Motor,42% off
SAMSUNG 6 kg Inverter Fully Automatic Front Load Washing Machine with In-built Heater White,"₹24,990","24,990",93 Ratings & 7 Reviews,93,�7 ,1000 RPM Max SpeedWith In-Built Heater3 Years Warranty on Product and 10 Years on Motor,17% off
"Whirlpool 9.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Black, Grey","₹23,290","23,290",219 Ratings & 18 Reviews,219,�18 ,740 rpm Max Speed5 Star RatingWith In-Built Heater3 Years Comprehensive Warranty on Product and 12 Years Warranty on Prime Mover & Motor,30% off
Thomson 7.5 kg 5 Star Aqua Magic Semi Automatic Top Load Washing Machine Black,"₹8,999","8,999",425 Ratings & 51 Reviews,425,�51 ,1600 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,25% off
"Lloyd by Havells 7.5 kg Semi Automatic Top Load Washing Machine Black, Orange","₹12,549","12,549","2,105 Ratings & 163 Reviews","2,105",�163 ,600 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years on Motor from Lloyd,26% off
Whirlpool 8 kg Semi Automatic Top Load Washing Machine Purple,"₹12,860","12,860",160 Ratings & 9 Reviews,160,�9 ,0 RPM Max Speed5 Star Rating2 Years Warranty on Product and 10 Years on Motor,17% off
"IFB 8 kg 5 Star 3D Wash System, Triadic Pulsator, Smart Sense 4 years Comprehensive Warranty? Fully Au...","₹25,228","25,228","19,649 Ratings & 1,590 Reviews","19,649","�1,590 ","720 rpm Max Speed5 Star Rating4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Warranty Spares Support",27% off
Haier 6.5 kg Fully Automatic Top Load Washing Machine Grey,"₹14,990","14,990",N/A,#VALUE!,#VALUE!,800 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor,31% off
"Haier 10 kg Semi Automatic Top Load Washing Machine White, Black","₹16,400","16,400",66 Ratings & 7 Reviews,66,�7 ,1300 RPM Max Speed2 Years Comprehensive Warranty and 5 Years Warranty on Motor from Haier,17% off
Whirlpool 7 kg Semi Automatic Top Load Washing Machine Grey,"₹9,869","9,869",160 Ratings & 9 Reviews,160,�9 ,"1400 RPM Max Speed2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor, Spin motor and Prime Mover from Whirlpool",29% off
"Voltas Beko by A Tata Product 8 kg Semi Automatic Top Load Washing Machine Grey, White","₹10,569","10,569",18 Ratings & 1 Reviews,18,�1 ,600 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty and 5 Years on Motor from Lloyd,39% off
"IFB 6 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, White","₹20,490","20,490","1,102 Ratings & 64 Reviews","1,102",�64 ,1000 RPM Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor with 10 Years on Spares Support from IFB,35% off
LG 8 kg 5 Star with AI Direct Drive Washer with Steam Fully Automatic Front Load Washing Machine with ...,"₹38,990","38,990",62 Ratings & 5 Reviews,62,�5 ,1400 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Warranty on Product and 10 Years Warranty on Motor (T&C),26% off
"TCL 7 kg 5 Star with Extra Powerful Motor Lint Filter, Fast Dry Semi Automatic Top Load Washing Machin...","₹7,568","7,568",74 Ratings & 0 Reviews,74,�0 ,1400 RPM Max Speed5 Star Rating2 Years Warranty on Product and 5 Years Warranty on Motor,51% off
Sansui 7.5 kg Fully Automatic Top Load Washing Machine Grey,"₹12,990","12,990",94 Ratings & 11 Reviews,94,�11 ,700 RPM Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 8 Years Additional Warranty on Motor,35% off
IFB 6 kg Fully Automatic Front Load Washing Machine with In-built Heater White,"₹23,590","23,590","2,056 Ratings & 199 Reviews","2,056",�199 ,"800 RPM Max Speed5 Star RatingWith In-Built Heater4 Years Complete Machine warranty, 10 Years Motor Warranty and 10 Years Spare Part Support from IFB",13% off
LG 8 kg AI Direct Drive Technology Fully Automatic Front Load Washing Machine Black,"₹38,990","38,990",62 Ratings & 5 Reviews,62,�5 ,1400 RPM Max Speed5 Star RatingWith Wi-Fi Connectivity2 Years Warranty on Product and 10 Years on Motor,13% off
Lloyd by Havells 8 kg Washing Machine Fully Automatic Top Load Grey,"₹18,607","18,607",106 Ratings & 10 Reviews,106,�10 ,"680 rpm Max Speed5 Star Rating2 Years Warranty on Product, 10 Years Warranty on Motor",41% off
"Haier 8 kg Fully Automatic Front Load Washing Machine with In-built Heater Black, Blue","₹32,490","32,490",787 Ratings & 97 Reviews,787,�97 ,1200 rpm Max Speed5 Star RatingWith In-Built Heater5 Years Warranty on Product and 12 Years Warranty on Motor,33% off
LG 10 kg with Wi-Fi EnabledAI Direct Drive Technology Fully Automatic Front Load Washing Machine with ...,"₹39,501","39,501",19 Ratings & 0 Reviews,19,�0 ,1400 rpm Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity1 Year Warranty on Product and 10 Years Warranty on Motor,35% off
Whirlpool 7 kg Semi Automatic Top Load Washing Machine Red,"₹9,979","9,979",160 Ratings & 9 Reviews,160,�9 ,"1400 RPM Max Speed2 Years Comprehensive Warranty and 5 Years Warranty on Wash Motor, Spin motor and Prime Mover from Whirlpool",28% off
"SAMSUNG 7 kg 5 star, Ecobubble, Super Speed, Digital Inverter, Fully Automatic Top Load Washing Machin...","₹19,990","19,990","8,947 Ratings & 810 Reviews","8,947",�810 ,"700 rpm Max Speed5 Star Rating2 years comprehensive warranty on the product, 20 years warranty on the DIT Motor",16% off
"LG 6.5 kg 5 Star with Smart Inverter Technology, TurboDrum and Smart Diagnosis Fully Automatic Top Loa...","₹16,490","16,490","64,458 Ratings & 4,827 Reviews","64,458","�4,827 ",700 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 10 Years Warranty on Motor from LG,34% off
"Voltas Beko by A Tata Product 8.5 kg Semi Automatic Top Load Washing Machine Red, White","₹12,460","12,460",8 Ratings & 1 Reviews,8,�1 ,1300 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty and Additional 3 Years on Wash and Spin Motor From Voltas Beko,41% off
"Voltas Beko by A Tata Product 14 kg Semi Automatic Top Load Washing Machine Grey, White","₹15,890","15,890",219 Ratings & 19 Reviews,219,�19 ,1300 rpm Max Speed5 Star Rating2 Years Warranty on Product and 5 Years only Motor Warranty,35% off
"ONIDA 8 kg 5 Star Rating, Auto Scrubber Semi Automatic Top Load Washing Machine Red","₹9,390","9,390","10,142 Ratings & 925 Reviews","10,142",�925 ,"1450 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product, 5 Years Warranty on Motor",30% off
"Midea 7 kg Semi Automatic Top Load Washing Machine Blue, White","₹7,490","7,490",18 Ratings & 4 Reviews,18,�4 ,1350 rpm Max Speed2 Years Warranty on Product and 5 Years Warranty on Wash Motor,31% off
"Godrej 8.5 kg Semi Automatic Top Load Washing Machine with In-built Heater Black, White","₹15,590","15,590",183 Ratings & 16 Reviews,183,�16 ,1440 rpm Max Speed5 Star Rating2 Years Comprehensive Warranty on Product and 5 Years Warranty on Motor,21% off
"IFB 7 kg with Steam Wash, Aqua Energie, Anti-Allergen 4 years Comprehensive Warranty Fully Automatic F...","₹30,990","30,990","1,192 Ratings & 114 Reviews","1,192",�114 ,"1000 RPM Max Speed5 Star RatingWith In-Built Heater4 Years Comprehensive Warranty, 10 Years Motor Warranty, 10 Years Spares Support",12% off
Voltas Beko by A Tata Product 7 kg Semi Automatic Top Load Washing Machine Maroon,"₹8,699","8,699",47 Ratings & 2 Reviews,47,�2 ,1350 RPM Max Speed5 Star Rating2 Years Comprehensive,33% off
Whirlpool 9.5 kg With Hard water wash Fully Automatic Top Load Washing Machine Grey,"₹23,290","23,290",140 Ratings & 16 Reviews,140,�16 ,740 rpm Max Speed3 Years Comprehensive Warranty and 10 Years Warranty on Motor from Whirlpool,32% off
"Whirlpool 6.5 kg 5 Star, Hard Water wash Fully Automatic Top Load Washing Machine Grey","₹14,490","14,490","4,592 Ratings & 452 Reviews","4,592",�452 ,740 rpm Max Speed5 Star Rating2 Years on Product and 5 Years on Motor,16% off
Whirlpool 6.5 kg Fully Automatic Top Load Washing Machine with In-built Heater Maroon,"₹18,798","18,798","2,760 Ratings & 253 Reviews","2,760",�253 ,740 rpm Max Speed5 Star RatingWith In-Built Heater2 Years Warranty on Product and 10 Years on Motor,23% off
"IFB 7 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Powered by AI with Wifi Fully ...","₹28,990","28,990","81,727 Ratings & 8,238 Reviews","81,727","�8,238 ","1200 RPM Max Speed5 Star RatingWith In-Built HeaterWith Wi-Fi Connectivity4 Years Comprehensive Warranty on Product, 10 Years Warranty on Motor, 10 Years Spares Support",20% off
